"","Genus_Species","Order","Suborder","Family","Subfamily","Genus","Species","SVL_mm","Mass_g","rootmass","ED_right_mm","ED_left_mm","eyemean","CD_right_mm","CD_left_mm","cormean","Gill_Presence","Aquatic","Semiaquatic","Terrestrial","Scansorial","Fossorial","Subfossorial","Cave_dwelling","Nocturnal","Diurnal","Paedomorphic","Metamorphosizing","Direct_Development","Free_living","No_free_living","Lentic_water","Lotic_water","Both_water","No_larva","Females_larger","Males_larger","No_SSD"
"80","Batrachoseps_attenuatus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Batrachoseps","attenuatus",45,1.01,1.00332228354209,1.94,1.99,1.965,1.43,1.48,1.455,"no","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"81","Batrachoseps_major","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Batrachoseps","major",46,1.35,1.10520944959212,2.92,2.72,2.82,1.8,1.99,1.895,"no","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"82","Batrachoseps_major","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Batrachoseps","major",53,1.79,1.2141835471794,3.12,2.77,2.945,1.95,1.7,1.825,"no","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"83","Batrachoseps_major","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Batrachoseps","major",46,1.39,1.11601902992092,2.72,2.75,2.735,1.67,1.67,1.67,"no","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"84","Batrachoseps_nigriventris","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Batrachoseps","nigriventris",35,0.53,0.809267233456646,1.8,1.78,1.79,1.27,1.13,1.2,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"85","Batrachoseps_nigriventris","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Batrachoseps","nigriventris",37,0.53,0.809267233456646,1.85,1.86,1.855,1.26,1.25,1.255,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"86","Batrachoseps_nigriventris","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Batrachoseps","nigriventris",35,0.51,0.798956974045401,1.89,1.78,1.835,1.33,1.22,1.275,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"87","Batrachoseps_pacificus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Batrachoseps","pacificus",42,0.93,0.976100007668508,1.94,2.02,1.98,1.43,1.32,1.375,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"88","Batrachoseps_pacificus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Batrachoseps","pacificus",36,1.08,1.02598556800602,2.05,1.94,1.995,1.54,1.39,1.465,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"89","Batrachoseps_pacificus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Batrachoseps","pacificus",43,1.2,1.06265856918261,2.18,2.07,2.125,1.49,1.25,1.37,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"90","Batrachoseps_relictus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Batrachoseps","relictus",39,0.77,0.916565645433022,2.15,2.08,2.115,1.34,1.45,1.395,"no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"91","Batrachoseps_relictus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Batrachoseps","relictus",41,0.53,0.809267233456646,1.88,1.9,1.89,1.5,1.26,1.38,"no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"92","Batrachoseps_relictus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Batrachoseps","relictus",37,0.64,0.861773876012753,2.06,2.02,2.04,1.48,1.49,1.485,"no","no","yes","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"93","Batrachuperus_karlschmidti","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Batrachuperus","karlschmidti",73,6.18,1.83511305596701,3.71,3.85,3.78,2.76,2.24,2.5,"no","yes","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"94","Batrachuperus_karlschmidti","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Batrachuperus","karlschmidti",74,8.08,2.00664456708418,4.14,3.97,4.055,2.76,2.93,2.845,"no","yes","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"95","Batrachuperus_karlschmidti","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Batrachuperus","karlschmidti",73,6.77,1.89174628406857,4.12,3.89,4.005,2.92,2.94,2.93,"no","yes","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"96","Batrachuperus_yenyuanensis","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Batrachuperus","yenyuanensis",79,13.08,2.35614807820174,4.65,4.75,4.7,3.34,3.6,3.47,"no","yes","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"97","Batrachuperus_yenyuanensis","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Batrachuperus","yenyuanensis",92,14.72,2.45077027009137,5.38,4.87,5.125,3.98,3.67,3.825,"no","yes","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"98","Batrachuperus_yenyuanensis","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Batrachuperus","yenyuanensis",84,13.47,2.37933649088738,4.68,4.48,4.58,3.41,3.06,3.235,"no","yes","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"99","Bolitoglossa_altamazonica","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","altamazonica",53,3.51,1.51973910573027,3.3,3.5,3.4,2.53,2.26,2.395,"no","no","no","yes","yes","no","no","no","NA","NA","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"100","Bolitoglossa_engelhardti","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","engelhardti",50,2.43,1.34442142396715,3.47,3.42,3.445,2.39,2.54,2.465,"no","no","no","no","yes","no","no","no","NA","NA","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"101","Bolitoglossa_engelhardti","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","engelhardti",49,1.99,1.25781767194355,3.38,3.44,3.41,2.45,2.43,2.44,"no","no","no","no","yes","no","no","no","NA","NA","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"102","Bolitoglossa_engelhardti","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","engelhardti",47,1.65,1.1816657504675,2.97,3.14,3.055,2.1,2.2,2.15,"no","no","no","no","yes","no","no","no","NA","NA","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"103","Bolitoglossa_lignicolor","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","lignicolor",62,2.99,1.44064528692515,3.61,3.93,3.77,2.68,2.48,2.58,"no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"104","Bolitoglossa_marmorea","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","marmorea",60,3.74,1.55223403138159,4.08,4.01,4.045,2.67,2.77,2.72,"no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"105","Bolitoglossa_marmorea","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","marmorea",62,3.5,1.51829448593783,4.15,4.25,4.2,2.92,3.26,3.09,"no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"106","Bolitoglossa_marmorea","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","marmorea",65,3.52,1.52118098430456,3.91,4.15,4.03,2.95,2.95,2.95,"no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"107","Bolitoglossa_mexicana","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","mexicana",84,7.39,1.94781697406358,4.25,4.58,4.415,2.91,3.03,2.97,"no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"108","Bolitoglossa_mexicana","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","mexicana",60,4.54,1.65584094561742,3.74,3.53,3.635,2.67,2.75,2.71,"no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"109","Bolitoglossa_mexicana","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","mexicana",96,10.36,2.17998372739866,5.12,4.9,5.01,3.22,3.22,3.22,"no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"110","Bolitoglossa_morio","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","morio",61,3.74,1.55223403138159,3.26,3.29,3.275,2.27,2.43,2.35,"no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"111","Bolitoglossa_morio","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","morio",55,2.83,1.41447565967103,3.56,3.38,3.47,2.37,2.07,2.22,"no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"112","Bolitoglossa_morio","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","morio",52,2.19,1.29861786044028,3.32,3.06,3.19,2.26,2.34,2.3,"no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"113","Bolitoglossa_platydactyla","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","platydactyla",95,7.8,1.98319248268077,4.28,4.36,4.32,3.4,3.23,3.315,"no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"114","Bolitoglossa_platydactyla","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","platydactyla",85,11.76,2.27406273028119,4.23,3.97,4.1,2.63,2.88,2.755,"no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"115","Bolitoglossa_platydactyla","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","platydactyla",72,4.67,1.6714970977474,3.94,4.11,4.025,2.8,2.71,2.755,"no","no","no","no","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"116","Bolitoglossa_rostrata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","rostrata",53,2.1,1.28057916498749,3.84,3.53,3.685,2.61,2.48,2.545,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"117","Bolitoglossa_rostrata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","rostrata",45,1.54,1.15480035029155,3.45,3.49,3.47,2.37,2.33,2.35,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"118","Bolitoglossa_rostrata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","rostrata",43,1.35,1.10520944959212,3.44,3.34,3.39,2.2,2.22,2.21,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"119","Bolitoglossa_rufescens","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","rufescens",34,0.8,0.928317766722556,2.63,2.38,2.505,1.66,1.68,1.67,"no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"120","Bolitoglossa_rufescens","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","rufescens",36,0.68,0.879365934431636,2.89,2.72,2.805,1.83,1.87,1.85,"no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"121","Bolitoglossa_rufescens","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","rufescens",31,0.56,0.824257059961711,2.47,2.43,2.45,1.86,1.8,1.83,"no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"122","Bolitoglossa_subpalmata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","subpalmata",50,1.69,1.19113842519643,3.3,3.56,3.43,2.53,2.63,2.58,"no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"123","Bolitoglossa_subpalmata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","subpalmata",42,1.2,1.06265856918261,3.15,3.15,3.15,2.49,2.41,2.45,"no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"124","Bolitoglossa_subpalmata","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Bolitoglossa","subpalmata",45,1.32,1.09696131048652,3.1,3.01,3.055,2.37,2.12,2.245,"no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"125","Chioglossa_lusitanica","Caudata","Salamandroidea","Salamandridae","Salamandrinae","Chioglossa","lusitanica",50,2.46,1.34993140940949,2.67,2.9,2.785,2.16,2.15,2.155,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"126","Chioglossa_lusitanica","Caudata","Salamandroidea","Salamandridae","Salamandrinae","Chioglossa","lusitanica",42,1.28,1.08576704663796,2.3,2.4,2.35,1.68,1.72,1.7,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"127","Chioglossa_lusitanica","Caudata","Salamandroidea","Salamandridae","Salamandrinae","Chioglossa","lusitanica",43,1.65,1.1816657504675,2.46,2.55,2.505,1.86,1.78,1.82,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"128","Chiropterotriton_chiropterus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Chiropterotriton","chiropterus",36,0.79,0.924433546537648,2.67,2.76,2.715,1.98,1.95,1.965,"no","no","no","NA","yes","no","no","no","NA","NA","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"129","Chiropterotriton_chiropterus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Chiropterotriton","chiropterus",34,0.69,0.883655592240361,2.47,2.56,2.515,2.57,1.9,2.235,"no","no","no","NA","yes","no","no","no","NA","NA","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"130","Chiropterotriton_chiropterus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Chiropterotriton","chiropterus",36,0.79,0.924433546537648,2.57,2.35,2.46,2.06,1.85,1.955,"no","no","no","NA","yes","no","no","no","NA","NA","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"131","Chiropterotriton_multidentatus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Chiropterotriton","multidentatus",49,0.93,0.976100007668508,2.78,2.77,2.775,1.94,2.04,1.99,"no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"132","Chiropterotriton_multidentatus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Chiropterotriton","multidentatus",37,0.79,0.924433546537648,2.63,2.68,2.655,1.77,1.97,1.87,"no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"133","Chiropterotriton_multidentatus","Caudata","Salamandroidea","Plethodontidae","Hemidactyliinae","Chiropterotriton","multidentatus",35,0.79,0.924433546537648,2.39,2.28,2.335,1.47,1.46,1.465,"no","no","no","yes","yes","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"134","Cryptobranchus_alleganiensis","Caudata","Cryptobranchoidea","Cryptobranchidae",NA,"Cryptobranchus","alleganiensis",243,191.58,5.76478864896561,NA,NA,NA,3.27,3.16,3.215,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"135","Cryptobranchus_alleganiensis","Caudata","Cryptobranchoidea","Cryptobranchidae",NA,"Cryptobranchus","alleganiensis",251,251,6.30799354866327,NA,NA,NA,3.59,4.12,3.855,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"136","Cryptobranchus_alleganiensis","Caudata","Cryptobranchoidea","Cryptobranchidae",NA,"Cryptobranchus","alleganiensis",329,645,8.64012259771169,NA,NA,NA,3.85,4.52,4.185,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"137","Cryptobranchus_alleganiensis","Caudata","Cryptobranchoidea","Cryptobranchidae",NA,"Cryptobranchus","alleganiensis",310,556,8.22289851862149,NA,NA,NA,3.66,3.16,3.41,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"138","Cynops_ensicauda","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Cynops","ensicauda",54,5.94,1.81104322103931,3.99,3.68,3.835,3.13,2.83,2.98,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"139","Cynops_pyrrhogaster","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Cynops","pyrrhogaster",71,12.03,2.29133475450119,4.82,4.49,4.655,3.53,3.44,3.485,"no","yes","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"140","Cynops_pyrrhogaster","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Cynops","pyrrhogaster",71,11.54,2.25979270816515,4.79,4.25,4.52,3.39,3.07,3.23,"no","yes","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"141","Cynops_pyrrhogaster","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Cynops","pyrrhogaster",74,12.41,2.31521108870109,4.86,5.04,4.95,3.74,3.27,3.505,"no","yes","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"142","Cynops_wolterstorffi","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Cynops","wolterstorffi",68,9.82,2.1414297372146,4.19,4.28,4.235,2.95,2.88,2.915,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"143","Cynops_wolterstorffi","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Cynops","wolterstorffi",78,12.49,2.32017537318758,4.91,4.78,4.845,3.57,3.55,3.56,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"144","Cynops_wolterstorffi","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Cynops","wolterstorffi",72,11.61,2.26435269428627,4.29,4.36,4.325,3.1,3.37,3.235,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"145","Desmognathus_auriculatus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","auriculatus",57,3.94,1.57942402762961,2.65,2.68,2.665,2.06,2.01,2.035,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"146","Desmognathus_auriculatus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","auriculatus",56,3.77,1.55637334172929,2.81,2.75,2.78,2.01,1.97,1.99,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"147","Desmognathus_auriculatus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","auriculatus",63,4.7,1.67506868360223,2.93,2.99,2.96,2.11,2.02,2.065,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"148","Desmognathus_brimleyorum","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","brimleyorum",50,2.75,1.40101966532769,2.86,2.49,2.675,2.02,2.04,2.03,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","no","yes","no"
"149","Desmognathus_brimleyorum","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","brimleyorum",50,2.55,1.36619720804723,2.85,2.93,2.89,2.1,1.82,1.96,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","no","yes","no"
"150","Desmognathus_brimleyorum","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","brimleyorum",53,3.76,1.55499601946852,2.67,2.5,2.585,1.95,1.95,1.95,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","no","yes","no"
"151","Desmognathus_conanti","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","conanti",58,3.04,1.44863128868835,2.93,2.99,2.96,2.27,2.15,2.21,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"152","Desmognathus_conanti","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","conanti",52,3.24,1.47972724459828,2.44,2.41,2.425,1.97,1.93,1.95,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"153","Desmognathus_conanti","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","conanti",49,2.6,1.37506886707414,2.34,2.37,2.355,1.94,1.82,1.88,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"154","Desmognathus_fuscus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","fuscus",67,5.01,1.71111517149515,3.61,3.56,3.585,3.22,2.83,3.025,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"155","Desmognathus_fuscus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","fuscus",63,4.35,1.63241190102949,3.08,3.2,3.14,2.31,2.2,2.255,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"156","Desmognathus_fuscus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","fuscus",50,2.79,1.40777981663696,2.71,2.73,2.72,2.22,2.02,2.12,"no","no","yes","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","NA","NA","NA"
"157","Desmognathus_imitator","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","imitator",41,2.05,1.27033409277248,2.51,2.8,2.655,1.94,2.04,1.99,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"158","Desmognathus_imitator","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","imitator",47,2.2,1.30059144685139,2.59,2.58,2.585,1.89,1.75,1.82,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"159","Desmognathus_imitator","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","imitator",48,2.56,1.36798075734136,2.68,2.67,2.675,1.76,2.04,1.9,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"160","Desmognathus_monticola","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","monticola",58,6.8,1.89453647437182,3.65,3.71,3.68,2.55,2.68,2.615,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"161","Desmognathus_monticola","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","monticola",66,7.01,1.91384166895593,3.66,3.44,3.55,2.64,2.42,2.53,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"162","Desmognathus_monticola","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","monticola",61,5.55,1.77050705253456,3.36,3.39,3.375,2.55,2.51,2.53,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"163","Desmognathus_ochrophaeus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","ochrophaeus",38,0.86,0.950968541305815,2.11,2,2.055,1.65,1.55,1.6,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"164","Desmognathus_ochrophaeus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","ochrophaeus",41,1.35,1.10520944959212,2.32,2.24,2.28,1.74,1.76,1.75,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"165","Desmognathus_ochrophaeus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","ochrophaeus",44,1.71,1.19581878143035,2.25,2.15,2.2,1.85,1.59,1.72,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"166","Desmognathus_quadramaculatus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","quadramaculatus",71,6.95,1.90836569719823,4.12,3.91,4.015,3.03,2.81,2.92,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"167","Desmognathus_quadramaculatus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","quadramaculatus",66,5.06,1.71678867179923,3.66,3.64,3.65,2.58,2.71,2.645,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"168","Desmognathus_quadramaculatus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Desmognathus","quadramaculatus",68,6.07,1.82415986851552,3.65,3.47,3.56,2.45,2.2,2.325,"no","no","yes","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"169","Dicamptodon_aterrimus","Caudata","Salamandroidea","Dicamptodontidae",NA,"Dicamptodon","aterrimus",132,45,3.55689330449006,6.08,6.14,6.11,4.58,4.47,4.525,"yes","yes","no","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","yes","no","no","no","no","yes"
