"","Genus_Species","Order","Suborder","Family","Subfamily","Genus","Species","SVL_mm","Mass_g","rootmass","ED_right_mm","ED_left_mm","eyemean","CD_right_mm","CD_left_mm","cormean","Gill_Presence","Aquatic","Semiaquatic","Terrestrial","Scansorial","Fossorial","Subfossorial","Cave_dwelling","Nocturnal","Diurnal","Paedomorphic","Metamorphosizing","Direct_Development","Free_living","No_free_living","Lentic_water","Lotic_water","Both_water","No_larva","Females_larger","Males_larger","No_SSD"
"263","Hynobius_tsuensis","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","tsuensis",69,7.52,1.95917221743112,3.45,3.58,3.515,2.47,2.28,2.375,"no","no","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"264","Hynobius_tsuensis","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","tsuensis",71,7.31,1.94076279919189,3.66,3.44,3.55,2.63,2.3,2.465,"no","no","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"265","Hynobius_tsuensis","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Hynobius","tsuensis",78,9.12,2.08928785364464,3.68,3.8,3.74,2.34,2.44,2.39,"no","no","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"266","Ichthyosaura_alpestris","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Ichthyosaura","alpestris",43,2.7,1.39247665008383,3.46,3.16,3.31,2.59,2.07,2.33,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"267","Ichthyosaura_alpestris","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Ichthyosaura","alpestris",47,3.21,1.47514601637881,3.62,3.49,3.555,2.29,2.25,2.27,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"268","Ichthyosaura_alpestris","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Ichthyosaura","alpestris",50,4.35,1.63241190102949,3.84,3.65,3.745,2.53,2.51,2.52,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"269","Lissotriton_boscai","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Lissotriton","boscai",32,0.87,0.954640270936004,2.67,2.98,2.825,2.03,2.25,2.14,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"270","Lissotriton_boscai","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Lissotriton","boscai",34,0.89,0.961900171607705,2.65,2.54,2.595,1.75,1.69,1.72,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"271","Lissotriton_boscai","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Lissotriton","boscai",29,0.55,0.819321270600646,2.19,2.21,2.2,1.62,1.33,1.475,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"272","Lissotriton_helveticus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Lissotriton","helveticus",44,2.52,1.36081842319067,3.24,3.65,3.445,2.44,2.39,2.415,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"273","Lissotriton_helveticus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Lissotriton","helveticus",41,2.87,1.42110870233358,3.23,2.9,3.065,2.06,2.28,2.17,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"274","Lissotriton_helveticus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Lissotriton","helveticus",45,3.03,1.44704113231843,3.36,3.4,3.38,2.34,2.12,2.23,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"275","Lissotriton_italicus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Lissotriton","italicus",34,1.75,1.20507113208762,2.82,2.54,2.68,2.01,1.99,2,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"276","Lissotriton_italicus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Lissotriton","italicus",32,1.04,1.01315940382018,2.6,2.49,2.545,2.21,1.89,2.05,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"277","Lissotriton_montandoni","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Lissotriton","montandoni",52,4.67,1.6714970977474,3.98,3.4,3.69,2.69,2.56,2.625,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","no","no","yes","no","yes","no","no"
"278","Lissotriton_montandoni","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Lissotriton","montandoni",50,3.63,1.53686436809526,3.73,3.58,3.655,2.54,2.6,2.57,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","no","no","yes","no","yes","no","no"
"279","Lissotriton_montandoni","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Lissotriton","montandoni",45,2.33,1.32572050525082,3.74,3.41,3.575,2.73,2.74,2.735,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","no","no","yes","no","yes","no","no"
"280","Lissotriton_vulgaris","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Lissotriton","vulgaris",50,3.62,1.53545180813751,3.69,3.25,3.47,2.84,2.58,2.71,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","no","yes","no"
"281","Lissotriton_vulgaris","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Lissotriton","vulgaris",45,3.3,1.48880555295383,3.68,3.58,3.63,2.63,2.45,2.54,"no","yes","no","yes","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","no","yes","no"
"282","Liua_shihi","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Liua","shihi",89,10.92,2.21857550039393,4.37,4.49,4.43,3.23,3.16,3.195,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"283","Liua_shihi","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Liua","shihi",80,7.1,1.92199734277467,4.07,4.48,4.275,3.34,3.37,3.355,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"284","Liua_shihi","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Liua","shihi",83,9.85,2.14360820233555,4.43,4.6,4.515,3.23,3.16,3.195,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"285","Lyciasalamandra_luschani","Caudata","Salamandroidea","Salamandridae","Salamandrinae","Lyciasalamandra","luschani",82,6.76,1.89081438919656,5.63,5.75,5.69,4.19,4.12,4.155,"no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"286","Lyciasalamandra_luschani","Caudata","Salamandroidea","Salamandridae","Salamandrinae","Lyciasalamandra","luschani",82,6.8,1.89453647437182,5.49,5.4,5.445,4.12,3.94,4.03,"no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"287","Lyciasalamandra_luschani","Caudata","Salamandroidea","Salamandridae","Salamandrinae","Lyciasalamandra","luschani",73,5.03,1.71338908137514,5.06,5.38,5.22,4,3.96,3.98,"no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"288","Mertensiella_caucasica","Caudata","Salamandroidea","Salamandridae","Salamandrinae","Mertensiella","caucasica",57,3.62,1.53545180813751,3.7,3.49,3.595,2.69,2.6,2.645,"no","no","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","no","yes"
"289","Necturus_alabamensis","Caudata","Salamandroidea","Proteidae","Necturinae","Necturus","alabamensis",112,27.77,3.02825163179757,NA,NA,NA,2.68,2.51,2.595,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","no","yes"
"290","Necturus_beyeri","Caudata","Salamandroidea","Proteidae","Necturinae","Necturus","beyeri",113,28.5,3.0545573721448,NA,NA,NA,2.83,2.71,2.77,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","NA","NA","NA"
"291","Necturus_beyeri","Caudata","Salamandroidea","Proteidae","Necturinae","Necturus","beyeri",127,34.22,3.24658418236549,NA,NA,NA,2.79,2.92,2.855,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","NA","NA","NA"
"292","Necturus_lewisi","Caudata","Salamandroidea","Proteidae","Necturinae","Necturus","lewisi",156,46,3.58304787101595,NA,NA,NA,3.62,3.46,3.54,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","no","yes"
"293","Necturus_lewisi","Caudata","Salamandroidea","Proteidae","Necturinae","Necturus","lewisi",157,66,4.04124002062219,NA,NA,NA,3.4,3.51,3.455,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","no","yes"
"294","Necturus_lewisi","Caudata","Salamandroidea","Proteidae","Necturinae","Necturus","lewisi",144,44,3.53034833532606,NA,NA,NA,2.99,2.91,2.95,"yes","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no","no","no","yes"
"295","Necturus_maculosus","Caudata","Salamandroidea","Proteidae","Necturinae","Necturus","maculosus",208,92,4.514357435474,NA,NA,NA,3.36,3.86,3.61,"yes","yes","no","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes"
"296","Necturus_maculosus","Caudata","Salamandroidea","Proteidae","Necturinae","Necturus","maculosus",213,106,4.73262349116337,NA,NA,NA,4.33,5.07,4.7,"yes","yes","no","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes"
"297","Necturus_maculosus","Caudata","Salamandroidea","Proteidae","Necturinae","Necturus","maculosus",210,168,5.51784835276224,NA,NA,NA,4.49,3.99,4.24,"yes","yes","no","no","no","no","no","no","yes","yes","yes","no","no","yes","no","no","no","yes","no","no","no","yes"
"298","Neurergus_crocatus","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Neurergus","crocatus",56,5.39,1.75332700420673,5.28,5.21,5.245,3.76,3.22,3.49,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"299","Neurergus_strauchii","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Neurergus","strauchii",76,7.27,1.93721639969729,4.68,4.95,4.815,3.38,3.29,3.335,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"300","Neurergus_strauchii","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Neurergus","strauchii",80,9.98,2.15299744164666,4.75,5.04,4.895,3.66,3.56,3.61,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"301","Neurergus_strauchii","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Neurergus","strauchii",85,11.05,2.22734466467132,4.79,4.63,4.71,3.46,3.32,3.39,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"302","Notophthalmus_viridescens","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Notophthalmus","viridescens",47,2.14,1.2886587425421,3.61,3.2,3.405,2.62,2.42,2.52,"no","yes","no","no","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"303","Notophthalmus_viridescens","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Notophthalmus","viridescens",39,1.82,1.22092914974679,3.63,3.48,3.555,2.74,2.25,2.495,"no","yes","no","no","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"304","Notophthalmus_viridescens","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Notophthalmus","viridescens",43,2.46,1.34993140940949,4.42,3.94,4.18,2.79,2.59,2.69,"no","yes","no","no","no","no","no","no","yes","yes","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"305","Onychodactylus_fischeri","Caudata","Cryptobranchoidea","Hynobiidae","Onychodactylinae","Onychodactylus","fischeri",82,8.76,2.0614273577676,4.92,5.04,4.98,3.2,3.59,3.395,"no","yes","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"306","Onychodactylus_fischeri","Caudata","Cryptobranchoidea","Hynobiidae","Onychodactylinae","Onychodactylus","fischeri",58,3.07,1.45338093345392,3.92,3.81,3.865,2.01,2.55,2.28,"no","yes","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"307","Onychodactylus_fischeri","Caudata","Cryptobranchoidea","Hynobiidae","Onychodactylinae","Onychodactylus","fischeri",76,6.19,1.83610233543408,4.88,4.9,4.89,3.26,3.55,3.405,"no","yes","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"308","Onychodactylus_japonicus","Caudata","Cryptobranchoidea","Hynobiidae","Onychodactylinae","Onychodactylus","japonicus",70,6.97,1.91019451067693,4.1,4.09,4.095,2.93,3.07,3,"no","no","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"309","Onychodactylus_japonicus","Caudata","Cryptobranchoidea","Hynobiidae","Onychodactylinae","Onychodactylus","japonicus",73,6.24,1.84103281650318,4.07,4.08,4.075,2.98,3.07,3.025,"no","no","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"310","Onychodactylus_japonicus","Caudata","Cryptobranchoidea","Hynobiidae","Onychodactylinae","Onychodactylus","japonicus",72,5.76,1.79256189862287,4,4.2,4.1,2.5,2.44,2.47,"no","no","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","no","yes","no","no","yes","no","no"
"311","Pachyhynobius_shangchengensis","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Pachyhynobius","shangchengensis",116,30,3.10723250595386,4.95,5.08,5.015,2.9,2.97,2.935,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"312","Pachyhynobius_shangchengensis","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Pachyhynobius","shangchengensis",111,30.6,3.12781080437653,4.79,4.55,4.67,2.86,2.76,2.81,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"313","Pachyhynobius_shangchengensis","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Pachyhynobius","shangchengensis",122,35.32,3.28100504596191,5.06,4.81,4.935,2.83,2.64,2.735,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"314","Pachytriton_brevipes","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Pachytriton","brevipes",74,13.32,2.37047151863899,3.81,3.88,3.845,2.71,2.78,2.745,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"315","Pachytriton_brevipes","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Pachytriton","brevipes",66,7.94,1.99498744765481,3.47,3.52,3.495,2.46,2.61,2.535,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"316","Pachytriton_brevipes","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Pachytriton","brevipes",52,5.1,1.72130062072632,3.74,3.31,3.525,2.49,2.39,2.44,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","yes","no","no","yes","no","no","no","yes","no"
"317","Paradactylodon_mustersi","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Paradactylodon","mustersi",96,17.37,2.58980226374103,5.49,5.36,5.425,3.83,3.44,3.635,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"318","Paradactylodon_mustersi","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Paradactylodon","mustersi",91,12.8,2.33921419057029,5.45,5.59,5.52,3.69,3.18,3.435,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"319","Paradactylodon_mustersi","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Paradactylodon","mustersi",89,9.52,2.11939700424963,4.72,4.77,4.745,3.44,3.45,3.445,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"320","Paradactylodon_mustersi","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Paradactylodon","mustersi",61,5.63,1.77897344334582,3.95,3.97,3.96,2.88,2.97,2.925,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"321","Paradactylodon_mustersi","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Paradactylodon","mustersi",80,8.06,2.00498755182434,4.38,4.65,4.515,2.79,3.15,2.97,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"322","Paradactylodon_mustersi","Caudata","Cryptobranchoidea","Hynobiidae","Hynobiinae","Paradactylodon","mustersi",78,8.19,2.01570961425934,4.11,4.31,4.21,3.01,3.09,3.05,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","no","no","yes"
"323","Paramesotriton_deloustali","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Paramesotriton","deloustali",108,29.33,3.08392651520642,5.77,5.68,5.725,3.92,3.85,3.885,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","no","yes","no","NA","NA","NA"
"324","Paramesotriton_deloustali","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Paramesotriton","deloustali",98,26.42,2.97836283810468,6.49,6.46,6.475,4.45,4.32,4.385,"no","yes","no","no","no","no","no","no","NA","NA","no","yes","no","yes","no","no","no","yes","no","NA","NA","NA"
"325","Paramesotriton_hongkongensis","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Paramesotriton","hongkongensis",80,8.09,2.00747204947367,4.77,4.5,4.635,3.39,3.21,3.3,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","yes","no","yes","no","no"
"326","Paramesotriton_hongkongensis","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Paramesotriton","hongkongensis",78,7.61,1.96695708947976,5.21,5.06,5.135,3.71,3.44,3.575,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","yes","no","yes","no","no"
"327","Paramesotriton_hongkongensis","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Paramesotriton","hongkongensis",64,8.74,2.05985734394031,5.6,5.54,5.57,4.04,3.87,3.955,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","yes","no","no","no","yes","no","yes","no","no"
"328","Plethodon_albagula","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","albagula",63,3.35,1.49628711352849,3.7,3.49,3.595,2.57,2.45,2.51,"no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"329","Plethodon_albagula","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","albagula",65,4.02,1.59004232314857,3.63,3.36,3.495,2.76,2.32,2.54,"no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"330","Plethodon_albagula","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","albagula",52,1.81,1.21868890774198,2.98,3.18,3.08,2.37,2.23,2.3,"no","no","no","yes","no","no","no","yes","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"331","Plethodon_cinereus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","cinereus",43,0.82,0.935990162314116,2.05,1.94,1.995,1.43,1.49,1.46,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"332","Plethodon_cinereus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","cinereus",43,0.89,0.961900171607705,2.33,2.44,2.385,1.44,1.68,1.56,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"333","Plethodon_cinereus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","cinereus",41,0.86,0.950968541305815,1.88,1.97,1.925,1.41,1.54,1.475,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"334","Plethodon_dunni","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","dunni",64,3.59,1.53119845724049,3.18,3.26,3.22,2.57,2.33,2.45,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"335","Plethodon_dunni","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","dunni",63,3.81,1.56185840324904,3.25,3.18,3.215,2.07,2.11,2.09,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"336","Plethodon_dunni","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","dunni",63,3.28,1.48579176828931,2.88,2.88,2.88,2.24,2.25,2.245,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","NA","NA","NA"
"337","Plethodon_elongatus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","elongatus",62,2.88,1.42275732179602,2.65,2.79,2.72,1.95,1.83,1.89,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"338","Plethodon_elongatus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","elongatus",63,2.52,1.36081842319067,2.91,2.83,2.87,1.82,1.82,1.82,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"339","Plethodon_elongatus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","elongatus",58,2.32,1.32382118960525,2.6,2.77,2.685,1.83,1.73,1.78,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"340","Plethodon_glutinosus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","glutinosus",76,7.06,1.91838115861121,3.96,3.76,3.86,3.27,2.94,3.105,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"341","Plethodon_glutinosus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","glutinosus",71,6.65,1.8805023555678,4.01,4.14,4.075,3.01,3.17,3.09,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"342","Plethodon_glutinosus","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","glutinosus",75,6.78,1.89267726172085,4.05,3.96,4.005,2.89,3.02,2.955,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"343","Plethodon_idahoensis","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","idahoensis",50,1.6,1.16960709528515,3.23,3.13,3.18,2.35,2.3,2.325,"no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"344","Plethodon_idahoensis","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","idahoensis",53,1.46,1.13444719403828,3.27,3.03,3.15,2.47,2.38,2.425,"no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"345","Plethodon_idahoensis","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","idahoensis",50,1.4,1.1186889420814,3.14,3.23,3.185,2.51,2.37,2.44,"no","no","yes","no","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"346","Plethodon_jordani","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","jordani",52,3.29,1.48730018736413,3.6,3.43,3.515,2.65,2.39,2.52,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"347","Plethodon_jordani","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","jordani",59,3.61,1.53403664437892,3.81,3.82,3.815,2.77,2.81,2.79,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"348","Plethodon_jordani","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","jordani",58,2.41,1.34072285940983,3.37,3.1,3.235,2.52,2.53,2.525,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","no","no","yes"
"349","Plethodon_vehiculum","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","vehiculum",53,1.98,1.25570723564389,2.83,2.54,2.685,1.96,1.92,1.94,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"350","Plethodon_vehiculum","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","vehiculum",50,1.47,1.13703136514059,2.42,2.64,2.53,2.01,1.94,1.975,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"351","Plethodon_vehiculum","Caudata","Salamandroidea","Plethodontidae","Plethodontinae","Plethodon","vehiculum",47,1.65,1.1816657504675,2.61,2.59,2.6,1.96,1.93,1.945,"no","no","no","yes","no","no","no","no","yes","no","no","no","yes","no","yes","no","no","no","yes","yes","no","no"
"352","Pleurodeles_poireti","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Pleurodeles","poireti",49,2.72,1.39590640938178,2.91,2.78,2.845,2.02,1.95,1.985,"no","yes","no","yes","no","no","no","no","NA","NA","no","yes","no","yes","no","yes","no","no","no","NA","NA","NA"
"353","Pleurodeles_waltl","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Pleurodeles","waltl",68,7.69,1.97382561170168,3.77,3.69,3.73,2.43,2.5,2.465,"no","no","yes","no","no","no","no","yes","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"354","Pleurodeles_waltl","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Pleurodeles","waltl",60,6.85,1.89916861132909,3.62,3.68,3.65,2.28,2.27,2.275,"no","no","yes","no","no","no","no","yes","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
"355","Pleurodeles_waltl","Caudata","Salamandroidea","Salamandridae","Pleurodelinae","Pleurodeles","waltl",96,15.13,2.47331620330589,4.61,4.39,4.5,2.81,2.88,2.845,"no","no","yes","no","no","no","no","yes","yes","no","no","yes","no","yes","no","yes","no","no","no","yes","no","no"
