,Genus_Species,eye_av,cor_av,svl_av,rootmass_av,n,Order,Suborder,Family,Subfamily,Genus,Species,Activity Period,Adult Habitat,Development,Life History,Larval Habitat,pglsres.cdmass
117,Paramesotriton_hongkongensis,5.11333333333333,3.61,74,2.01142882763125,3,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Paramesotriton,hongkongensis,nocturnal,semiaquatic,metamorphosizing,free-living,both,0.194944801628288
118,Plethodon_albagula,3.39,2.45,60,1.43500611480635,3,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,albagula,nocturnal,terrestrial,direct development,no free-living,no larva,0.11255542288666
119,Plethodon_cinereus,2.10166666666667,1.49833333333333,42.3333333333333,0.949619625075879,3,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,cinereus,nocturnal,terrestrial,direct development,no free-living,no larva,0.00408744988136914
120,Plethodon_dunni,3.105,2.26166666666667,63.3333333333333,1.52628287625961,3,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,dunni,nocturnal,terrestrial,direct development,no free-living,no larva,0.0621214940859057
121,Plethodon_elongatus,2.75833333333333,1.83,61,1.36913231153065,3,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,elongatus,NA,terrestrial,direct development,no free-living,no larva,-0.00219829923543841
122,Plethodon_glutinosus,3.98,3.05,74,1.89718692529995,3,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,glutinosus,nocturnal,terrestrial,direct development,no free-living,no larva,0.136621120015904
123,Plethodon_idahoensis,3.17166666666667,2.39666666666667,51,1.14091441046828,3,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,idahoensis,nocturnal,semiaquatic,direct development,no free-living,no larva,0.16137268875469
124,Plethodon_jordani,3.52166666666667,2.61166666666667,56.3333333333333,1.45401989705096,3,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,jordani,nocturnal,terrestrial,direct development,no free-living,no larva,0.136956600818516
125,Plethodon_vehiculum,2.605,1.95333333333333,50,1.19146811708399,3,Caudata,Salamandroidea,Plethodontidae,Plethodontinae,Plethodon,vehiculum,nocturnal,terrestrial,direct development,no free-living,no larva,0.0615055733990932
126,Pleurodeles_poireti,2.845,1.985,49,1.39590640938178,1,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Pleurodeles,poireti,NA,semiaquatic,metamorphosizing,free-living,lentic water,0.0281815254419069
127,Pleurodeles_waltl,4.15,2.66625,78.5,2.21191076229758,4,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Pleurodeles,waltl,nocturnal,semiaquatic,metamorphosizing,free-living,lentic water,0.0391543665108325
128,Pseudobranchus_striatus,NA,0.965,95,1.49063339752767,3,Caudata,Salamandroidea,Salamandridae,NA,Pseudobranchus,striatus,nocturnal,aquatic,paedomorphic,free-living,lentic water,-0.301763976848567
129,Pseudotriton_montanus,2.865,2.145,57,1.38730010917983,1,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Pseudotriton,montanus,nocturnal,terrestrial,metamorphosizing,free-living,lotic water,0.0634224989774457
130,Pseudotriton_ruber,3.24166666666667,2.17,66.3333333333333,1.61103971448678,3,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Pseudotriton,ruber,nocturnal,semiaquatic,metamorphosizing,free-living,lotic water,0.0303962100282075
131,Ranodon_sibiricus,4.97666666666667,4.14,88,2.19045788958219,3,Caudata,Cryptobranchoidea,Hynobiidae,Hynobiinae,Ranodon,sibiricus,nocturnal,aquatic,metamorphosizing,free-living,lotic water,0.232734610154947
132,Rhyacotriton_cascadae,3.30166666666667,2.35666666666667,48.6666666666667,1.14585876890656,3,Caudata,Salamandroidea,Rhyacotritonidae,NA,Rhyacotriton,cascadae,NA,semiaquatic,metamorphosizing,free-living,lotic water,0.15296250518838
133,Rhyacotriton_olympicus,3.84166666666667,2.795,61.6666666666667,1.57541021870105,3,Caudata,Salamandroidea,Rhyacotritonidae,NA,Rhyacotriton,olympicus,both,semiaquatic,metamorphosizing,free-living,lotic water,0.146010812327043
134,Rhyacotriton_variegatus,3.53333333333333,2.64166666666667,52.3333333333333,1.36521494885104,3,Caudata,Salamandroidea,Rhyacotritonidae,NA,Rhyacotriton,variegatus,NA,semiaquatic,metamorphosizing,free-living,lotic water,0.157957958074813
135,Salamandra_atra,4.4075,3.1525,69.5,1.73826459758008,2,Caudata,Salamandroidea,Salamandridae,Salamandrinae,Salamandra,atra,nocturnal,terrestrial,direct development,no free-living,no larva,0.173244704261275
136,Salamandra_salamandra,5.765,3.63,90,2.53497508232688,1,Caudata,Salamandroidea,Salamandridae,Salamandrinae,Salamandra,salamandra,both,terrestrial,metamorphosizing,free-living,lentic water,0.13845957911638
137,Salamandrella_keyserlingii,3.56,2.30833333333333,63.3333333333333,1.61029963762106,3,Caudata,Cryptobranchoidea,Hynobiidae,Hynobiinae,Salamandrella,keyserlingii,nocturnal,semiaquatic,metamorphosizing,free-living,lentic water,0.0573519557454371
138,Salamandrina_terdigitata,2.64833333333333,1.77166666666667,34.3333333333333,0.910809701011475,3,Caudata,Salamandroidea,Salamandridae,Salamandrinae,Salamandrina,terdigitata,nocturnal,semiaquatic,metamorphosizing,free-living,lotic water,0.0874823015521642
139,Siren_intermedia,NA,2.23,314,5.94785882480431,3,Caudata,Sirenidae,Sirenidae,NA,Siren,intermedia,nocturnal,aquatic,paedomorphic,free-living,lentic water,-0.290225057802835
140,Siren_lacertina,NA,3.02,331.666666666667,7.05366842549128,3,Caudata,Sirenidae,Sirenidae,NA,Siren,lacertina,nocturnal,aquatic,paedomorphic,free-living,lentic water,-0.201926071212062
141,Stereochilus_marginatus,1.835,1.375,49.5,1.41870826196276,2,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Stereochilus,marginatus,nocturnal,aquatic,metamorphosizing,free-living,lentic water,-0.135400536457464
142,Taricha_granulosa,4.97333333333333,3.51,90.3333333333333,2.78479538718254,3,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Taricha,granulosa,nocturnal,semiaquatic,metamorphosizing,free-living,lentic water,0.0999358067099606
143,Taricha_rivularis,5.46833333333333,3.92166666666667,68.3333333333333,2.46598820474599,3,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Taricha,rivularis,both,semiaquatic,metamorphosizing,free-living,lotic water,0.179046661449736
144,Taricha_torosa,4.95333333333333,3.61833333333333,75.3333333333333,2.40372216470543,3,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Taricha,torosa,diurnal,semiaquatic,metamorphosizing,free-living,lentic water,0.150594182728009
145,Thorius_boreas,1.535,1.075,31,0.788373516310524,1,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Thorius,boreas,NA,subfossorial,direct development,no free-living,no larva,-0.0927455007232454
146,Thorius_pennatulus,1.40666666666667,0.981666666666667,19,0.600584780878617,3,Caudata,Salamandroidea,Plethodontidae,Hemidactyliinae,Thorius,pennatulus,NA,subfossorial,direct development,no free-living,no larva,-0.0629379839820462
147,Triturus_carnifex,3.75333333333333,2.73,61.6666666666667,1.51518827356168,3,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Triturus,carnifex,nocturnal,semiaquatic,metamorphosizing,free-living,lentic water,0.145712553524873
148,Triturus_cristatus,4.49,3.33666666666667,68,2.01160589833375,3,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Triturus,cristatus,nocturnal,semiaquatic,metamorphosizing,free-living,lentic water,0.160728015822715
149,Triturus_karelinii,4.92,3.76,73.6666666666667,1.96006664324442,3,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Triturus,karelinii,nocturnal,semiaquatic,metamorphosizing,free-living,lentic water,0.219209565824186
150,Tylototriton_shanjing,4.885,3.17333333333333,74.6666666666667,2.33977311820402,3,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Tylototriton,shanjing,both,semiaquatic,metamorphosizing,free-living,lentic water,0.10046481062152
151,Tylototriton_taliangensis,4.23833333333333,2.765,72.6666666666667,2.15653647070153,3,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Tylototriton,taliangensis,both,semiaquatic,metamorphosizing,free-living,lentic water,0.0614020330031448
152,Tylototriton_verrucosus,4.74166666666667,3.26166666666667,76.3333333333333,2.45207094171562,3,Caudata,Salamandroidea,Salamandridae,Pleurodelinae,Tylototriton,verrucosus,both,semiaquatic,metamorphosizing,free-living,lentic water,0.100456166643388
